,seqnames,start,end,width,strand,score,cluster,tpm,nr_ctss,dominant_ctss,tpm.dominant_ctss,q_0.1,q_0.9,interquantile_width
1,chr1,1447542,1447545,4,+,2.9293608772169,1,2.9293608772169,2,1447542,1.87072723543415,0,3,4
2,chr1,2323276,2323281,6,+,4.30379499284822,2,4.30379499284822,3,2323281,1.96098909860851,0,5,6
3,chr1,10459117,10459133,17,+,26.1042402262638,3,26.1042402262638,8,10459121,8.6702183079114,3,9,7
4,chr1,11072708,11072719,12,+,9.44257055067205,4,9.44257055067205,6,11072718,2.18666422717979,0,11,12
5,chr1,11994782,11994786,5,+,1.82415390043933,5,1.82415390043933,2,11994786,1.01353462359144,0,4,5
6,chr1,12040501,12040503,3,+,3.40299999285787,6,3.40299999285787,2,12040501,1.71278118994315,0,2,3
7,chr1,12227042,12227048,7,+,6.49543332374981,7,6.49543332374981,2,12227048,3.81219279943962,0,6,7
8,chr1,16693737,16693740,4,+,3.96402319467359,8,3.96402319467359,4,16693739,1.28416020535037,0,3,4
9,chr1,17231691,17231699,9,+,1.97955706995034,9,1.97955706995034,9,17231694,0.810619276847897,2,8,7
10,chr1,22379185,22379204,20,+,12.6492249824671,10,12.6492249824671,6,22379202,4.55752193790671,7,19,13
11,chr1,23345961,23345962,2,+,3.04220568766309,11,3.04220568766309,2,23345961,2.00612183737944,0,1,2
12,chr1,24018282,24018296,15,+,48.3202430906706,12,48.3202430906706,10,24018296,32.721341593983,9,14,6
13,chr1,24104908,24104909,2,+,3.17745244594919,13,3.17745244594919,2,24104908,1.89329224059882,0,1,2
14,chr1,25664799,25664825,27,+,9.40175786565684,14,9.40175786565684,5,25664825,5.00930655877493,0,26,27
15,chr1,26496399,26496418,20,+,4.39683895566826,15,4.39683895566826,2,26496418,3.49604153377804,0,19,20
16,chr1,26606551,26606591,41,+,39.0674562765157,16,39.0674562765157,15,26606590,10.2074866237992,5,39,35
17,chr1,26644449,26644450,2,+,6.72298245732415,17,6.72298245732415,2,26644449,5.59669616978629,0,1,2
18,chr1,26798942,26798970,29,+,5.11413481096459,18,5.11413481096459,4,26798968,1.55485192754498,0,28,29
19,chr1,27248213,27248251,39,+,20.9333485933175,19,20.9333485933175,15,27248247,3.08961018165849,2,35,34
20,chr1,28562613,28562676,64,+,79.898445853948,20,79.898445853948,31,28562635,13.1018655243739,21,53,33
21,chr1,28832553,28832565,13,+,45.6028306305121,21,45.6028306305121,10,28832556,16.2458158261201,2,10,9
22,chr1,29213612,29213615,4,+,3.42571519114919,22,3.42571519114919,2,29213615,2.18666422717979,0,3,4
23,chr1,32479455,32479474,20,+,26.7369896394445,23,26.7369896394445,9,32479471,10.3657506965653,9,16,8
24,chr1,32688000,32688009,10,+,18.3395384856461,24,18.3395384856461,7,32688008,9.21275039459021,1,8,8
25,chr1,33116809,33116818,10,+,7.61681764939319,25,7.61681764939319,5,33116815,2.36722379201941,0,9,10
26,chr1,37791755,37791756,2,+,0.382163285565835,26,0.382163285565835,2,37791756,0.224839968483295,0,1,2
27,chr1,38158168,38158196,29,+,3.94292215259014,27,3.94292215259014,3,38158188,1.89329224059882,0,28,29
28,chr1,38478405,38478409,5,+,10.2405997962808,28,10.2405997962808,4,38478406,6.59089845459135,1,4,4
29,chr1,39456957,39456960,4,+,2.34288048780475,29,2.34288048780475,2,39456960,1.48717350608512,0,3,4
30,chr1,39491990,39492043,54,+,48.8776789104707,30,48.8776789104707,20,39492022,14.5041067458717,7,35,29
31,chr1,43124094,43124099,6,+,6.69357927129057,31,6.69357927129057,4,43124095,2.29951203014939,0,5,6
32,chr1,43148086,43148097,12,+,8.00332894718848,32,8.00332894718848,4,43148089,3.92511141492674,0,11,12
33,chr1,45241217,45241233,17,+,5.13547246420304,33,5.13547246420304,5,45241233,1.32927127064828,0,16,17
34,chr1,45477918,45477930,13,+,19.8902650626574,34,19.8902650626574,8,45477926,6.72648549580687,0,10,11
35,chr1,45478608,45478610,3,+,3.40309439921913,35,3.40309439921913,2,45478610,2.07382312857085,0,2,3
36,chr1,45478638,45478647,10,+,2.99705681756361,36,2.99705681756361,2,45478647,1.93842317578086,0,9,10
37,chr1,46049713,46049717,5,+,7.71147172681574,37,7.71147172681574,3,46049717,3.58636723387684,0,4,5
38,chr1,46153853,46153873,21,+,7.19022835382982,38,7.19022835382982,4,46153868,2.59294542338606,0,20,21
39,chr1,46769333,46769383,51,+,99.5682427545198,39,99.5682427545198,27,46769370,28.8050271570265,28,43,16
40,chr1,52195522,52195529,8,+,2.95199323562417,40,2.95199323562417,2,52195529,1.98355532027207,0,7,8
41,chr1,52870274,52870275,2,+,3.87740309080803,41,3.87740309080803,2,52870274,2.88641711656326,0,1,2
42,chr1,54665840,54665867,28,+,12.529610145113,42,12.529610145113,8,54665856,2.25437212620267,0,27,28
43,chr1,68150880,68150884,5,+,9.24954119131545,43,9.24954119131545,3,68150884,6.59089845459135,0,4,5
44,chr1,76190440,76190443,4,+,2.81645728018397,44,2.81645728018397,2,76190440,1.55485192754498,0,3,4
45,chr1,76251940,76251942,3,+,4.32800673620517,45,4.32800673620517,3,76251941,3.1573446727782,1,2,2
46,chr1,93297568,93297638,71,+,138.341984309818,46,138.341984309818,29,93297597,40.6008246261851,28,37,10
47,chr1,109642813,109642825,13,+,13.8144729184541,47,13.8144729184541,12,109642821,3.78960953461692,0,10,11
48,chr1,109642846,109642854,9,+,5.83273304446927,48,5.83273304446927,7,109642852,1.48717350608512,0,8,9
49,chr1,109756540,109756554,15,+,6.69209472492328,49,6.69209472492328,5,109756540,2.20923326241818,0,14,15
